NOMBRE_DEPTO;PROVINCIA;CODIGO_MUNICIPIO;NOMBRE_MPIO;Nombre
;;25851;ÚTICA;Útica
;;25862;VERGARA;Vergara
;;25875;VILLETA;Villeta
;GUAVIO;25293;GACHALA;Gachala
;;25297;GACHETA;Gacheta
;;25299;GAMA;Gama
;;25322;GUASCA;Guasca
;;25326;GUATAVITA;Guatavita
;;25372;JUNÍN;Junín
;;25377;LA CALERA;La Calera
;;25839;UBALÁ;Ubalá
;MAGDALENA CENTRO;25086;BELTRÁN;Beltrán
;;25095;BITUIMA;Bituima
;;25168;CHAGUANÍ;Chaguaní
;;25328;GUAYABAL DE SIQUIMA;Guayabal De Siquima
;;25580;PULI;Puli
;;25662;SAN JUAN DE RÍO SECO;San Juan De Río Seco
;;25867;VIANÍ;Vianí
;MEDINA;25438;MEDINA;Medina
;;25530;PARATEBUENO;Paratebueno
;ORIENTE;25151;CAQUEZA;Caqueza
;;25178;CHIPAQUE;Chipaque
;;25181;CHOACHÍ;Choachí
;;25279;FOMEQUE;Fomeque
;;25281;FOSCA;Fosca
;;25335;GUAYABETAL;Guayabetal
;;25339;GUTIÉRREZ;Gutiérrez
;;25594;QUETAME;Quetame
;;25841;UBAQUE;Ubaque
;;25845;UNE;Une
;RIO NEGRO;25258;EL PEÑÓN;El Peñón
;;25394;LA PALMA;La Palma
;;25513;PACHO;Pacho
;;25518;PAIME;Paime
;;25653;SAN CAYETANO;San Cayetano
;;25823;TOPAIPI;Topaipi
;;25871;VILLAGOMEZ;Villagomez
;;25885;YACOPÍ;Yacopí
;SABANA CENTRO;25126;CAJICÁ;Cajicá
;;25175;CHÍA;Chía
;;25200;COGUA;Cogua
;;25295;GACHANCIPÁ;Gachancipá
;;25486;NEMOCoN;Nemocon
;;25758;SOPÓ;Sopó
;;25785;TABIO;Tabio
;;25817;TOCANCIPÁ;Tocancipá
;;25899;ZIPAQUIRÁ;Zipaquirá
;SABANA OCCIDENTE;25099;BOJACÁ;Bojacá
;;25214;COTA;Cota
;;25260;EL ROSAL;El Rosal
;;25269;FACATATIVÁ;Facatativá
;;25286;FUNZA;Funza
;;25430;MADRID;Madrid
;;25473;MOSQUERA;Mosquera
;;25769;SUBACHOQUE;Subachoque
;;25799;TENJO;Tenjo
;;25898;ZIPACoN;Zipacon
;SOACHA;25740;SIBATÉ;Sibaté
;;25754;SOACHA;Soacha
;SUMAPAZ;25053;ARBELÁEZ;Arbeláez
;;25120;CABRERA;Cabrera
;;25290;FUSAGASUGÁ;Fusagasugá
;;25312;GRANADA;Granada
;;25524;PANDI;Pandi
;;25535;PASCA;Pasca
;;25649;SAN BERNARDO;San Bernardo
;;25743;SILVANIA;Silvania
;;25805;TIBACUY;Tibacuy
;;25506;VENECIA;Venecia
;TEQUENDAMA;25035;ANAPOIMA;Anapoima
;;25040;ANOLAIMA;Anolaima
;;25599;APULO;Apulo
;;25123;CACHIPAY;Cachipay
;;25245;EL COLEGIO;El Colegio
;;25386;LA MESA;La Mesa
;;25596;QUIPILE;Quipile
;;25645;SAN ANTONIO DE TEQUENDAMA;San Antonio De Tequendama
;;25797;TENA;Tena
;;25878;VIOTÁ;Viotá
;UBATE;25154;CARMEN DE CARUPA;Carmen De Carupa
;;25224;CUCUNUBÁ;Cucunubá
;;25288;FÚQUENE;Fúquene
;;25317;GUACHETÁ;Guachetá
;;25407;LENGUAZAQUE;Lenguazaque
;;25745;SIMIJACA;Simijaca
;;25779;SUSA;Susa
;;25781;SUTATAUSA;Sutatausa
;;25793;TAUSA;Tausa
;;25843;UBATE;Ubate
GUAINIA;GUAINIA;94343;BARRANCO MINA;Barranco Mina
;;94886;CACAHUAL;Cacahual
;;94001;INÍRIDA;Inírida
;;94885;LA GUADALUPE;La Guadalupe
;;94663;MAPIRIPaN;Mapiripan
;;94888;MORICHAL;Morichal
;;94887;PANA PANA;Pana Pana
;;94884;PUERTO COLOMBIA;Puerto Colombia
;;94883;SAN FELIPE;San Felipe
GUAVIARE;GUAVIARE;95015;CALAMAR;Calamar
GUAVIARE;;95025;EL RETORNO;El Retorno
GUAVIARE;;95200;MIRAFLORES;Miraflores
GUAVIARE;;95001;SAN JOSÉ DEL GUAVIARE;San José Del Guaviare
HUILA;CENTRO;41013;AGRADO;Agrado
;;41026;ALTAMIRA;Altamira
;;41298;GARZÓN;Garzón
;;41306;GIGANTE;Gigante
;;41319;GUADALUPE;Guadalupe
;;41548;PITAL;Pital
;;41770;SUAZA;Suaza
;;41791;TARQUI;Tarqui
;NORTE;41016;AIPE;Aipe
;;41020;ALGECIRAS;Algeciras
;;41078;BARAYA;Baraya
;;41132;CAMPOALEGRE;Campoalegre
;;41206;COLOMBIA;Colombia
;;41349;HOBO;Hobo
;;41357;IQUIRA;Iquira
;;41001;NEIVA;Neiva
;;41524;PALERMO;Palermo
;;41615;RIVERA;Rivera
;;41676;SANTA MARÍA;Santa María
;;41799;TELLO;Tello
;;41801;TERUEL;Teruel
;;41872;VILLAVIEJA;Villavieja
;;41885;YAGUARÁ;Yaguará
;OCCIDENTE;41378;LA ARGENTINA;La Argentina
;;41396;LA PLATA;La Plata
;;41483;NÁTAGA;Nátaga
;;41518;PAICOL;Paicol
;;41797;TESALIA;Tesalia
;SUR;41006;ACEVEDO;Acevedo
;;41244;ELÍAS;Elías
;;41359;ISNOS;Isnos
;;41503;OPORAPA;Oporapa
;;41530;PALESTINA;Palestina
;;41551;PITALITO;Pitalito
;;41660;SALADOBLANCO;Saladoblanco
;;41668;SAN AGUSTÍN;San Agustín
;;41807;TIMANÁ;Timaná
LA GUAJIRA;NORTE;44035;ALBANIA;Albania
;;44090;DIBULLA;Dibulla
;;44430;MAICAO;Maicao
;;44560;MANAURE;Manaure
;;44001;RIOHACHA;Riohacha
;;44847;URIBIA;Uribia
;SUR;44078;BARRANCAS;Barrancas
;;44098;DISTRACCION;Distraccion
;;44110;EL MOLINO;El Molino
;;44279;FONSECA;Fonseca
;;44378;HATONUEVO;Hatonuevo
;;44420;LA JAGUA DEL PILAR;La Jagua Del Pilar
;;44650;SAN JUAN DEL CESAR;San Juan Del Cesar
;;44855;URUMITA;Urumita
;;44874;VILLANUEVA;Villanueva
MAGDALENA;CENTRO;47058;ARIGUANÍ;Ariguaní
;;47170;CHIBOLO;Chibolo
;;47460;NUEVA GRANADA;Nueva Granada
;;47555;PLATO;Plato
;;47660;SABANAS DE SAN ANGEL;Sabanas De San Angel
;;47798;TENERIFE;Tenerife
;NORTE;47030;ALGARROBO;Algarrobo
;;47053;ARACATACA;Aracataca
;;47189;CIÉNAGA;Ciénaga
;;47268;EL RETEN;El Reten
;;47288;FUNDACION;Fundacion
;;47570;PUEBLO VIEJO;Pueblo Viejo
;;47980;ZONA BANANERA;Zona Bananera
;RIO;47161;CERRO SAN ANTONIO;Cerro San Antonio
;;47205;CONCORDIA;Concordia
;;47258;EL PIÑON;El Piñon
;;47541;PEDRAZA;Pedraza
;;47551;PIVIJAY;Pivijay
;;47605;REMOLINO;Remolino
;;47675;SALAMINA;Salamina
;;47745;SITIONUEVO;Sitionuevo
;;47960;ZAPAYAN;Zapayan
;SANTA MARTA;47001;SANTA MARTA;Santa Marta
;SUR;47245;EL BANCO;El Banco
;;47318;GUAMAL;Guamal
;;47545;PIJIÑO DEL CARMEN;Pijiño Del Carmen
;;47692;SAN SEBASTIAN DE BUENAVISTA;San Sebastian De Buenavista
;;47703;SAN ZENON;San Zenon
;;47707;SANTA ANA;Santa Ana
;;47720;SANTA BARBARA DE PINTO;Santa Barbara De Pinto
META;ARIARI;50251;EL CASTILLO;El Castillo
;;50270;EL DORADO;El Dorado
;;50287;FUENTE DE ORO;Fuente De Oro
;;50313;GRANADA;Granada
;;50350;LA MACARENA;La Macarena
;;50370;LA URIBE;La Uribe
;;50400;LEJANÍAS;Lejanías
;;50325;MAPIRIPaN;Mapiripan
;;50330;MESETAS;Mesetas
;;50450;PUERTO CONCORDIA;Puerto Concordia
;;50577;PUERTO LLERAS;Puerto Lleras
;;50590;PUERTO RICO;Puerto Rico
;;50683;SAN JUAN DE ARAMA;San Juan De Arama
;;50711;VISTA HERMOSA;Vista Hermosa
;CAPITAL;50001;VILLAVICENCIO;Villavicencio
;PIEDEMONTE;50006;ACACiAS;Acacias
;;50110;BARRANCA DE UPIA;Barranca De Upia
;;50150;CASTILLA LA NUEVA;Castilla La Nueva
;;50226;CUMARAL;Cumaral
;;50245;EL CALVARIO;El Calvario
;;50318;GUAMAL;Guamal
;;50606;RESTREPO;Restrepo
;;50680;SAN CARLOS GUAROA;San Carlos Guaroa
;;50686;SAN JUANITO;San Juanito
;;50223;SAN LUIS DE CUBARRAL;San Luis De Cubarral
;;50689;SAN MARTÍN;San Martín
;RIO META;50124;CABUYARO;Cabuyaro
;;50568;PUERTO GAITÁN;Puerto Gaitán
;;50573;PUERTO LoPEZ;Puerto Lopez
NARIÑO;CENTRO;52240;CHACHAGUI;Chachagui
;;52207;CONSACA;Consaca
;;52254;EL PEÑOL;El Peñol
;;52260;EL TAMBO;El Tambo
;;52381;LA FLORIDA;La Florida
;;52480;NARIÑO;Nariño
;;52001;PASTO;Pasto
;;52683;SANDONÁ;Sandoná
;;52788;TANGUA;Tangua
;;52885;YACUANQUER;Yacuanquer
;CENTRO OCCIDENTE;52036;ANCUYA;Ancuya
;;52320;GUAITARILLA;Guaitarilla
;;52385;LA LLANADA;La Llanada
;;52411;LINARES;Linares
;;52418;LOS ANDES;Los Andes
;;52435;MALLAMA;Mallama
;;52506;OSPINA;Ospina
;;52565;PROVIDENCIA;Providencia
;;52612;RICAURTE;Ricaurte
;;52678;SAMANIEGO;Samaniego
;;52699;SANTA CRUZ;Santa Cruz
;;52720;SAPUYES;Sapuyes
;;52838;TUQUERRES;Tuquerres
;COSTA;52079;BARBACOAS;Barbacoas
;;52250;EL CHARCO;El Charco
;;52520;FRANCISCO PIZARRO;Francisco Pizarro
;;52390;LA TOLA;La Tola
;;52427;Magui;Magui
;;52473;MOSQUERA;Mosquera
;;52490;OLAYA HERRERA;Olaya Herrera
;;52621;ROBERTO PAYAN;Roberto Payan
;;52696;SANTA BaRBARA;Santa Barbara
;;52835;TUMACO;Tumaco
;NORTE;52019;ALBAN;Alban
;;52051;ARBOLEDA;Arboleda
;;52083;BELEN;Belen
;;52110;BUESACO;Buesaco
;;52203;COLON;Colon
;;52233;CUMBITARA;Cumbitara
;;52256;EL ROSARIO;El Rosario
;;52258;El Tablon de Gomez;El Tablon De Gomez
;;52378;LA CRUZ;La Cruz
;;52399;LA UNION;La Union
;;52405;LEIVA;Leiva
;;52540;POLICARPA;Policarpa
;;52685;SAN BERNARDO;San Bernardo
;;52687;SAN LORENZO;San Lorenzo
;;52693;SAN PABLO;San Pablo
;;52694;SAN PEDRO DE CARTAGO;San Pedro De Cartago
;;52786;TAMINANGO;Taminango
;SUR;52022;ALDANA;Aldana
;;52210;CONTADERO;Contadero
;;52215;CÓRDOBA;Córdoba
;;52224;CUASPUD;Cuaspud
;;52227;CUMBAL;Cumbal
;;52287;FUNES;Funes
;;52317;GUACHUCAL;Guachucal
;;52323;GUALMATAN;Gualmatan
;;52352;ILES;Iles
;;52354;IMUES;Imues
;;52356;IPIALES;Ipiales
;;52560;POTOSÍ;Potosí
;;52573;PUERRES;Puerres
;;52585;PUPIALES;Pupiales
NORTE DE SANTANDER;CENTRO;54051;ARBOLEDAS;Arboledas
;;54223;CUCUTILLA;Cucutilla
;;54313;GRAMALOTE;Gramalote
;;54418;LOURDES;Lourdes
;;54660;SALAZAR;Salazar
;;54680;SANTIAGO;Santiago
;;54871;VILLA CARO;Villa Caro
;NORTE;54109;BUCARASICA;Bucarasica
;;54250;EL TARRA;El Tarra
;;54720;SARDINATA;Sardinata
;;54810;TIBÚ;Tibú
;OCCIDENTE;54003;ABREGO;Abrego
;;54128;CACHIRÁ;Cachirá
;;54206;CONVENCIÓN;Convención
;;54245;EL CARMEN;El Carmen
;;54344;HACARÍ;Hacarí
;;54385;LA ESPERANZA;La Esperanza
;;54398;LA PLAYA;La Playa
;;54498;OCAÑA;Ocaña
;;54670;SAN CALIXTO;San Calixto
;;54800;TEORAMA;Teorama
;ORIENTAL;54001;CÚCUTA;Cúcuta
;;54261;EL ZULIA;El Zulia
;;54405;LOS PATIOS;Los Patios
;;54553;PUERTO SANTANDER;Puerto Santander
;;54673;SAN CAYETANO;San Cayetano
;;54874;VILLA DEL ROSARIO;Villa Del Rosario
;SUR OCCIDENTE;54125;CÁCOTA;Cácota
;;54174;CHITAGÁ;Chitagá
;;54480;MUTISCUA;Mutiscua
;;54518;PAMPLONA;Pamplona
;;54520;PAMPLONITA;Pamplonita
;;54743;SILOS;Silos
;SUR ORIENTE;54099;BOCHALEMA;Bochalema
;;54172;CHINÁCOTA;Chinácota
;;54239;DURANIA;Durania
;;54347;HERRÁN;Herrán
;;54377;LABATECA;Labateca
;;54599;RAGONVALIA;Ragonvalia
;;54820;TOLEDO;Toledo
PUTUMAYO;PUTUMAYO;86219;COLÓN;Colón
;;86001;MOCOA;Mocoa
;;86320;ORITO;Orito
;;86568;PUERTO ASIS;Puerto Asis
;;86569;PUERTO CAICEDO;Puerto Caicedo
;;86571;PUERTO GUZMAN;Puerto Guzman
;;86573;PUERTO LEGUIZAMO;Puerto Leguizamo
;;86755;SAN FRANCISCO;San Francisco
;;86757;SAN MIGUEL;San Miguel
;;86760;SANTIAGO;Santiago
;;86749;SIBUNDOY;Sibundoy
;;86865;VALLE DEL GUAMUEZ;Valle Del Guamuez
;;86885;VILLA GARZON;Villa Garzon
QUINDIO;CAPITAL;63001;ARMENIA;Armenia
;;63111;BUENAVISTA;Buenavista
;;63130;CALARCA;Calarca
;CORDILLERANOS;63212;CoRDOBA;Cordoba
;;63302;GeNOVA;Genova
;;63548;PIJAO;Pijao
;FRIA;63272;FILANDIA;Filandia
;;63690;SALENTO;Salento
;NORTE;63190;CIRCASIA;Circasia
;VALLE;63401;LA TEBAIDA;La Tebaida
;;63470;Montengro;Montengro
;;63594;QUIMBAYA;Quimbaya
RISARALDA;UNO - VERTIENTE ORIENTAL;66170;DOSQUEBRADAS;Dosquebradas
;;66400;LA VIRGINIA;La Virginia
;;66440;MARSELLA;Marsella
;;66001;PEREIRA;Pereira
;;66682;SANTA ROSA DE CABAL;Santa Rosa De Cabal
;DOS - VERTIENTE OCCIDENTAL;66045;APÍA;Apía
;;66075;BALBOA;Balboa
;;66088;BELÉN DE UMBRÍA;Belén De Umbría
;;66318;GUÁTICA;Guática
;;66383;LA CELIA;La Celia
;;66594;QUINCHiA;Quinchia
;;66687;SANTUARIO;Santuario
;TRES - VERTIENTE DEL PACIFICO;66456;MISTRATÓ;Mistrató
;;66572;PUEBLO RICO;Pueblo Rico
SANTANDER;COMUNERA;68176;CHIMA;Chima
;;68209;CONFINES;Confines
;;68211;CONTRATACIÓN;Contratación
;;68245;EL GUACAMAYO;El Guacamayo
;;68296;GALÁN;Galán
;;68298;GAMBITA;Gambita
;;68320;GUADALUPE;Guadalupe
;;68322;GUAPOTÁ;Guapotá
;;68344;HATO;Hato
;;68500;OIBA;Oiba
;;68522;PALMAR;Palmar
;;68524;PALMAS DEL SOCORRO;Palmas Del Socorro
;;68720;SANTA HELENA DEL OPÓN;Santa Helena Del Opón
;;68745;SIMACOTA;Simacota
;;68755;SOCORRO;Socorro
;;68770;SUAITA;Suaita
;GARCIA ROVIRA;68147;CAPITANEJO;Capitanejo
;;68152;CARCASÍ;Carcasí
;;68160;CEPITÁ;Cepitá
;;68162;CERRITO;Cerrito
;;68207;CONCEPCIÓN;Concepción
;;68266;ENCISO;Enciso
;;68318;GUACA;Guaca
;;68425;MACARAVITA;Macaravita
;;68432;MÁLAGA;Málaga
;;68468;MOLAGAVITA;Molagavita
;;68669;SAN ANDRÉS;San Andrés
;;68684;SAN JOSÉ DE MIRANDA;San José De Miranda
;;68686;SAN MIGUEL;San Miguel
;GUANENTA;68051;ARATOCA;Aratoca
;;68079;BARICHARA;Barichara
;;68121;CABRERA;Cabrera
;;68167;CHARALÁ;Charalá
;;68217;COROMORO;Coromoro
;;68229;CURITÍ;Curití
;;68264;ENCINO;Encino
;;68370;JORDÁN;Jordán
;;68464;MOGOTES;Mogotes
;;68498;OCAMONTE;Ocamonte
;;68502;ONZAGA;Onzaga
;;68533;PÁRAMO;Páramo
;;68549;PINCHOTE;Pinchote
;;68679;SAN GIL;San Gil
;;68682;SAN JOAQUÍN;San Joaquín
;;68855;VALLE DE SAN JOSÉ;Valle De San José
;;68872;VILLANUEVA;Villanueva
;MARES;68081;BARRANCABERMEJA;Barrancabermeja
;;68092;BETULIA;Betulia
;;68235;EL CARMEN DE CHUCURÍ;El Carmen De Chucurí
;;68575;PUERTO WILCHES;Puerto Wilches
;;68655;SABANA DE TORRES;Sabana De Torres
;;68689;SAN VICENTE DE CHUCURÍ;San Vicente De Chucurí
;;68895;ZAPATOCA;Zapatoca
;SOTO;68001;BUCARAMANGA;Bucaramanga
;;68132;CALIFORNIA;California
;;68169;CHARTA;Charta
;;68255;EL PLAYÓN;El Playón
;;68276;FLORIDABLANCA;Floridablanca
;;68307;GIRÓN;Girón
;;68406;LEBRÍJA;Lebríja
;;68418;LOS SANTOS;Los Santos
;;68444;MATANZA;Matanza
;;68547;PIEDECUESTA;Piedecuesta
;;68615;RIONEGRO;Rionegro
;;68705;SANTA BÁRBARA;Santa Bárbara
;;68780;SURATA;Surata
;;68820;TONA;Tona
;;68867;VETAS;Vetas
;VELEZ;68013;AGUADA;Aguada
;;68020;ALBANIA;Albania
;;68077;BARBOSA;Barbosa
;;68101;BOLÍVAR;Bolívar
;;68179;CHIPATÁ;Chipatá
;;68190;CIMITARRA;Cimitarra
;;68250;EL PEÑÓN;El Peñón
;;68271;FLORIÁN;Florián
;;68324;GUAVATÁ;Guavatá
;;68327;GuEPSA;Guepsa
;;68368;JESÚS MARÍA;Jesús María
;;68377;LA BELLEZA;La Belleza
;;68397;LA PAZ;La Paz
;;68385;LANDÁZURI;Landázuri
;;68572;PUENTE NACIONAL;Puente Nacional
;;68573;PUERTO PARRA;Puerto Parra
;;68673;SAN BENITO;San Benito
;;68773;SUCRE;Sucre
;;68861;VÉLEZ;Vélez
SUCRE;MOJANA;70265;GUARANDA;Guaranda
;;70429;MAJAGUAL;Majagual
;;70771;SUCRE;Sucre
;MONTES DE MARIA;70230;CHALÁN;Chalán
;;70204;COLOSO;Coloso
;;70473;MORROA;Morroa
;;70508;OVEJAS;Ovejas
;;70001;SINCELEJO;Sincelejo
;MORROSQUILLO;70221;COVEÑAS;Coveñas
;;70523;PALMITO;Palmito
;;70713;SAN ONOFRE;San Onofre
;;70820;SANTIAGO DE TOLÚ;Santiago De Tolú
;;70823;TOLÚ VIEJO;Tolú Viejo
;SABANAS;70110;BUENAVISTA;Buenavista
;;70215;COROZAL;Corozal
;;70233;EL ROBLE;El Roble
;;70235;GALERAS;Galeras
;;70418;LOS PALMITOS;Los Palmitos
;;70670;SAMPUÉS;Sampués
;;70702;SAN JUAN BETULIA;San Juan Betulia
;;70717;SAN PEDRO;San Pedro
;;70742;SINCÉ;Sincé
;SAN JORGE;70124;CAIMITO;Caimito
;;70400;LA UNIÓN;La Unión
;;70678;SAN BENITO ABAD;San Benito Abad
;;70708;SAN MARCOS;San Marcos
TOLIMA;NORTE;73030;AMBALEMA;Ambalema
;;73055;ARMERO;Armero
;;73270;FALAN;Falan
;;73283;FRESNO;Fresno
;;73349;HONDA;Honda
;;73443;MARIQUITA;Mariquita
;;73520;PALOCABILDO;Palocabildo
;ORIENTE;73148;CARMEN DE APICALÁ;Carmen De Apicalá
;;73226;CUNDAY;Cunday
;;73352;ICONONZO;Icononzo
;;73449;MELGAR;Melgar
;;73873;VILLARRICA;Villarrica
;SUR;73067;ATACO;Ataco
;;73168;CHAPARRAL;Chaparral
;;73217;COYAIMA;Coyaima
;;73483;NATAGAIMA;Natagaima
;;73504;ORTEGA;Ortega
;;73555;PLANADAS;Planadas
;;73616;RIOBLANCO;Rioblanco
;;73622;RONCESVALLES;Roncesvalles
;;73675;SAN ANTONIO;San Antonio
;IBAGUE;73026;ALVARADO;Alvarado
;;73043;ANZOÁTEGUI;Anzoátegui
;;73124;CAJAMARCA;Cajamarca
;;73200;COELLO;Coello
;;73268;ESPINAL;Espinal
;;73275;FLANDES;Flandes
;;73001;IBAGUe;Ibague
;;73547;PIEDRAS;Piedras
;;73624;ROVIRA;Rovira
;;73678;SAN LUIS;San Luis
;;73854;VALLE DE SAN JUAN;Valle De San Juan
;SURORIENTE;73024;ALPUJARRA;Alpujarra
;;73236;DOLORES;Dolores
;;73319;GUAMO;Guamo
;;73563;PRADO;Prado
;;73585;PURIFICACIÓN;Purificación
;;73671;SALDAÑA;Saldaña
;;73770;SUÁREZ;Suárez
;NEVADOS;73152;CASABIANCA;Casabianca
;;73347;HERVEO;Herveo
;;73408;LeRIDA;Lerida
;;73411;LiBANO;Libano
;;73461;MURILLO;Murillo
;;73686;SANTA ISABEL;Santa Isabel
;;73861;VENADILLO;Venadillo
;;73870;VILLAHERMOSA;Villahermosa
VALLE DEL CAUCA;CENTRO;76036;ANDALUCÍA;Andalucía
;;76111;BUGA;Buga
;;76113;BUGALAGRANDE;Bugalagrande
;;76126;CALIMA;Calima
;;76248;EL CERRITO;El Cerrito
;;76306;GINEBRA;Ginebra
;;76318;GUACARÍ;Guacarí
;;76606;RESTREPO;Restrepo
;;76616;RIOFRIO;Riofrio
;;76670;SAN PEDRO;San Pedro
;;76828;TRUJILLO;Trujillo
;;76834;TULUÁ;Tuluá
;;76890;YOTOCO;Yotoco
;NORTE;76020;ALCALa;Alcala
;;76041;ANSERMANUEVO;Ansermanuevo
;;76054;ARGELIA;Argelia
;;76100;BOLÍVAR;Bolívar
;;76147;CARTAGO;Cartago
;;76243;EL ÁGUILA;El Águila
;;76246;EL CAIRO;El Cairo
;;76250;EL DOVIO;El Dovio
;;76400;LA UNIÓN;La Unión
;;76403;LA VICTORIA;La Victoria
;;76497;OBANDO;Obando
;;76622;ROLDANILLO;Roldanillo
;;76823;TORO;Toro
;;76845;ULLOA;Ulloa
;;76863;VERSALLES;Versalles
;;76895;ZARZAL;Zarzal
;OCCIDENTE;76109;BUENAVENTURA;Buenaventura
;ORIENTE;76122;CAICEDONIA;Caicedonia
;;76736;SEVILLA;Sevilla
;SUR;76001;CALI;Cali
;;76130;CANDELARIA;Candelaria
;;76233;DAGUA;Dagua
;;76275;FLORIDA;Florida
;;76364;JAMUNDÍ;Jamundí
;;76377;LA CUMBRE;La Cumbre
;;76520;PALMIRA;Palmira
;;76563;PRADERA;Pradera
;;76869;VIJES;Vijes
;;76892;YUMBO;Yumbo
VAUPES;VAUPES;97161;CARURU;Caruru
;;97001;MITÚ;Mitú
;;97511;PACOA;Pacoa
;;97777;PAPUNAHUA;Papunahua
;;97666;TARAIRA;Taraira
;;97889;YAVARATÉ;Yavaraté
VICHADA;VICHADA;99773;CUMARIBO;Cumaribo
;;99524;LA PRIMAVERA;La Primavera
;;99001;PUERTO CARREÑO;Puerto Carreño
;;99624;SANTA ROSALÍA;Santa Rosalía
